# freq_THz  G_total_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
6.4941406250e+01 2.1117979400e-06 6.3237698859e-07 1.4794209514e-06
6.5185546875e+01 2.0070645675e-06 5.9694492417e-07 1.4101196433e-06
6.5429687500e+01 1.8864224478e-06 5.5663493069e-07 1.3297875171e-06
6.5673828125e+01 1.7559566511e-06 5.1328545693e-07 1.2426711941e-06
6.5917968750e+01 1.6234740742e-06 4.6934874800e-07 1.1541253262e-06
6.6162109375e+01 1.4971558534e-06 4.2740818823e-07 1.0697476651e-06
6.6406250000e+01 1.3838042907e-06 3.8962198929e-07 9.9418230140e-07
6.6650390625e+01 1.2877845648e-06 3.5740648914e-07 9.3037807561e-07
6.6894531250e+01 1.2110964658e-06 3.3132991614e-07 8.7976654967e-07
6.7138671875e+01 1.1534618459e-06 3.1106699619e-07 8.4239484975e-07
6.7382812500e+01 1.1111885122e-06 2.9524344590e-07 8.1594506627e-07
6.7626953125e+01 1.0750379552e-06 2.8119725453e-07 7.9384070066e-07
6.7871093750e+01 1.0300031802e-06 2.6519390029e-07 7.6480927986e-07
6.8115234375e+01 9.6005145256e-07 2.4363266776e-07 7.1641878480e-07
6.8359375000e+01 8.5620718292e-07 2.1484422772e-07 6.4136295521e-07
6.8603515625e+01 7.2241246829e-07 1.8025295530e-07 5.4215951299e-07
6.8847656250e+01 5.7481005666e-07 1.4392443981e-07 4.3088561686e-07
6.9091796875e+01 4.3466442033e-07 1.1070492901e-07 3.2395949132e-07
6.9335937500e+01 3.1938171751e-07 8.4220195186e-08 2.3516152233e-07
6.9580078125e+01 2.3692482463e-07 6.5887841186e-08 1.7103698344e-07
6.9824218750e+01 1.8580031034e-07 5.5136204764e-08 1.3066410557e-07
7.0068359375e+01 1.5892231565e-07 5.0307564699e-08 1.0861475095e-07
7.0312500000e+01 1.4815365644e-07 4.9595264721e-08 9.8558391717e-08
7.0556640625e+01 1.4717297911e-07 5.1590156159e-08 9.5582822947e-08
7.0800781250e+01 1.5214263778e-07 5.5391702646e-08 9.6750935138e-08
7.1044921875e+01 1.6106552097e-07 6.0487944408e-08 1.0057757657e-07
7.1289062500e+01 1.7288598617e-07 6.6569999749e-08 1.0631598642e-07
7.1533203125e+01 1.8679858517e-07 7.3344034081e-08 1.1345455109e-07
7.1777343750e+01 2.0184286059e-07 8.0405303366e-08 1.2143755722e-07
7.2021484375e+01 2.1684045594e-07 8.7243090063e-08 1.2959736588e-07
7.2265625000e+01 2.3063665545e-07 9.3366016866e-08 1.3727063859e-07
7.2509765625e+01 2.4240284234e-07 9.8441660061e-08 1.4396118228e-07
7.2753906250e+01 2.5180109123e-07 1.0236431735e-07 1.4943677389e-07
7.2998046875e+01 2.5896288930e-07 1.0523953416e-07 1.5372335514e-07
7.3242187500e+01 2.6434176918e-07 1.0730290451e-07 1.5703886466e-07
7.3486328125e+01 2.6869852552e-07 1.0886929095e-07 1.5982923457e-07
7.3730468750e+01 2.7338202912e-07 1.1042850162e-07 1.6295352751e-07
7.3974609375e+01 2.8056008583e-07 1.1278818949e-07 1.6777189634e-07
7.4218750000e+01 2.9267490129e-07 1.1693692798e-07 1.7573797331e-07
7.4462890625e+01 3.1078713823e-07 1.2342984911e-07 1.8735728912e-07
7.4707031250e+01 3.3289475636e-07 1.3167853382e-07 2.0121622254e-07
7.4951171875e+01 3.5425444819e-07 1.3994550254e-07 2.1430894565e-07
7.5195312500e+01 3.7002521973e-07 1.4627372159e-07 2.2375149814e-07
7.5439453125e+01 3.7769908778e-07 1.4949506041e-07 2.2820402738e-07
7.5683593750e+01 3.7698785216e-07 1.4935621871e-07 2.2763163345e-07
7.5927734375e+01 3.6805548593e-07 1.4589184745e-07 2.2216363848e-07
7.6171875000e+01 3.5065684146e-07 1.3899149355e-07 2.1166534791e-07
7.6416015625e+01 3.2507688928e-07 1.2870146925e-07 1.9637542002e-07
7.6660156250e+01 2.9344953065e-07 1.1581169397e-07 1.7763783668e-07
7.6904296875e+01 2.5970013835e-07 1.0191123214e-07 1.5778890621e-07
7.7148437500e+01 2.2797221003e-07 8.8740327396e-08 1.3923188263e-07
7.7392578125e+01 2.0099017401e-07 7.7467896169e-08 1.2352227784e-07
7.7636718750e+01 1.7972462083e-07 6.8518646729e-08 1.1120597410e-07
7.7880859375e+01 1.6424228039e-07 6.1896129680e-08 1.0234615071e-07
7.8125000000e+01 1.5449250682e-07 5.7516993380e-08 9.6975513440e-08
7.8369140625e+01 1.5009934036e-07 5.5211485081e-08 9.4887855274e-08
7.8613281250e+01 1.4933191581e-07 5.4377859231e-08 9.4954056582e-08
7.8857421875e+01 1.4837898057e-07 5.3663045934e-08 9.4715934638e-08
7.9101562500e+01 1.4227437689e-07 5.1245340015e-08 9.1029036872e-08
7.9345703125e+01 1.2759930011e-07 4.5822669797e-08 8.1776630317e-08
7.9589843750e+01 1.0499677869e-07 3.7564541189e-08 6.7432237496e-08
7.9833984375e+01 7.9076852116e-08 2.8114540558e-08 5.0962311558e-08
8.0078125000e+01 5.5565123487e-08 1.9559264646e-08 3.6005858841e-08
8.0322265625e+01 3.8103936180e-08 1.3233557294e-08 2.4870378886e-08
8.0566406250e+01 2.7125026526e-08 9.2873298331e-09 1.7837696693e-08
